ChestID,ItemName,TotalCount,DirectCount,ShulkerCount
P1-8,melonbp_mbckt:camel_bucket,1,1,0
P1-8,melonbp_mbckt:cat_black_bucket,1,1,0
P1-8,melonbp_mbckt:chicken_bucket,4,2,2
P1-8,melonbp_mbckt:cow_bucket,4,1,3
P1-8,melonbp_mbckt:dolphin_bucket,8,0,8
P1-8,melonbp_mbckt:donkey_bucket,1,1,0
P1-8,melonbp_mbckt:goat_bucket,3,1,2
P1-8,melonbp_mbckt:horse_black_bucket,1,1,0
P1-8,melonbp_mbckt:horse_white_bucket,1,1,0
P1-8,melonbp_mbckt:mooshroom_red_bucket,1,1,0
P1-8,melonbp_mbckt:panda_bucket,3,1,2
P1-8,melonbp_mbckt:pig_bucket,3,1,2
P1-8,melonbp_mbckt:sheep_bucket,1,1,0
P1-8,melonbp_mbckt:skeleton_horse_bucket,2,1,1
P1-8,melonbp_mbckt:unknown_bucket,2,2,0
P1-8,melonbp_mbckt:villager_plains_bucket,3,0,3
P1-8,melonbp_mbckt:villager_savanna_bucket,8,0,8
P1-8,melonbp_mbckt:wolf_ashen_bucket,1,1,0
P1-8,melonbp_mbckt:wolf_striped_bucket,1,1,0
P1-8,minecraft:axolotl_bucket,2,1,1
P1-8,minecraft:cod_bucket,1,1,0
P1-8,minecraft:pufferfish_bucket,1,1,0
P1-8,minecraft:tropical_fish_bucket,4,2,2
P1-9,minecraft:name_tag,74,74,0
P2-1,minecraft:acacia_leaves,76,76,0
P2-1,minecraft:azalea_leaves,132,132,0
P2-1,minecraft:azalea_leaves_flowered,15,15,0
P2-1,minecraft:birch_leaves,18,18,0
P2-1,minecraft:cherry_leaves,104,104,0
P2-1,minecraft:dark_oak_leaves,25,25,0
P2-1,minecraft:jungle_leaves,206,206,0
P2-1,minecraft:mangrove_leaves,192,192,0
P2-1,minecraft:mangrove_roots,64,64,0
P2-1,minecraft:oak_leaves,671,671,0
P2-1,minecraft:spruce_leaves,320,320,0
P2-2,minecraft:acacia_sapling,28,28,0
P2-2,minecraft:birch_sapling,321,321,0
P2-2,minecraft:cherry_sapling,105,105,0
P2-2,minecraft:dark_oak_sapling,122,122,0
P2-2,minecraft:jungle_sapling,193,193,0
P2-2,minecraft:mangrove_propagule,50,50,0
P2-2,minecraft:oak_sapling,1548,76,1472
P2-2,minecraft:pale_oak_sapling,132,132,0
P2-2,minecraft:spruce_sapling,644,388,256
P2-3,minecraft:dirt,1,1,0
P2-4,minecraft:dirt,1,1,0
P2-5,minecraft:dirt,1,1,0
P2-6,minecraft:dirt,1,1,0
P2-7,minecraft:dirt,1,1,0
P2-8,minecraft:dirt,1,1,0
P2-9,minecraft:dirt,1,1,0
Q1-1,minecraft:acacia_sign,3,3,0
Q1-1,minecraft:bamboo_sign,21,21,0
Q1-1,minecraft:birch_hanging_sign,3,3,0
Q1-1,minecraft:birch_sign,2,2,0
Q1-1,minecraft:cherry_sign,3,3,0
Q1-1,minecraft:crimson_sign,1,1,0
Q1-1,minecraft:dark_oak_sign,30,30,0
Q1-1,minecraft:jungle_sign,6,6,0
Q1-1,minecraft:mangrove_sign,2,2,0
Q1-1,minecraft:oak_sign,30,30,0
Q1-1,minecraft:pale_oak_sign,104,104,0
Q1-1,minecraft:spruce_sign,56,56,0
Q1-2,minecraft:sponge,8,8,0
Q1-2,minecraft:wet_sponge,1,1,0
Q1-3,minecraft:birch_trapdoor,8,8,0
Q1-3,minecraft:dark_oak_trapdoor,295,295,0
Q1-3,minecraft:iron_trapdoor,3,3,0
Q1-3,minecraft:jungle_trapdoor,130,130,0
Q1-3,minecraft:oxidized_copper_trapdoor,5,5,0
Q1-3,minecraft:pale_oak_trapdoor,18,18,0
Q1-3,minecraft:spruce_trapdoor,29,29,0
Q1-3,minecraft:trapdoor,46,46,0
Q1-3,minecraft:warped_trapdoor,2,2,0
Q1-4,minecraft:dirt,1,1,0
Q1-5,minecraft:dirt,1,1,0
Q1-6,minecraft:dirt,1,1,0
Q1-7,minecraft:dirt,1,1,0
Q1-8,minecraft:dirt,1,1,0
Q1-9,minecraft:dirt,1,1,0
Q2-1,minecraft:acacia_log,400,400,0
Q2-2,minecraft:birch_log,506,506,0
Q2-2,minecraft:stripped_birch_log,5,5,0
Q2-2,minecraft:stripped_birch_wood,2,2,0
Q2-3,minecraft:cherry_log,376,376,0
Q2-4,minecraft:dark_oak_log,110,110,0
Q2-4,minecraft:stripped_dark_oak_log,26,26,0
Q2-4,minecraft:stripped_dark_oak_wood,1,1,0
Q2-5,minecraft:jungle_log,283,283,0
Q2-5,minecraft:jungle_wood,6,6,0
Q2-6,minecraft:mangrove_log,157,157,0
Q2-7,minecraft:oak_log,562,562,0
Q2-7,minecraft:stripped_oak_log,23,23,0
Q2-8,minecraft:pale_oak_log,490,490,0
Q2-9,minecraft:spruce_log,1589,1589,0
Q2-9,minecraft:stripped_spruce_log,4,4,0
R1-1,minecraft:brain_coral_block,22,22,0
R1-1,minecraft:bubble_coral_block,15,15,0
R1-1,minecraft:fire_coral_block,24,24,0
R1-2,minecraft:dirt,1,1,0
R1-3,minecraft:dirt,1,1,0
R1-4,minecraft:dark_prismarine,24,24,0
R1-5,minecraft:prismarine,66,66,0
R1-6,minecraft:prismarine_bricks,357,357,0
R1-7,minecraft:prismarine_crystals,161,161,0
R1-8,minecraft:prismarine_shard,33,33,0
R1-9,minecraft:dirt,1,1,0
R2-1,minecraft:acacia_planks,66,66,0
R2-2,minecraft:birch_planks,65,65,0
R2-3,minecraft:cherry_planks,178,178,0
R2-4,minecraft:dark_oak_planks,245,245,0
R2-5,minecraft:jungle_planks,109,109,0
R2-6,minecraft:mangrove_planks,82,82,0
R2-7,minecraft:oak_planks,196,196,0
R2-8,minecraft:pale_oak_planks,465,465,0
R2-8,minecraft:stripped_pale_oak_log,2,2,0
R2-9,minecraft:spruce_planks,204,204,0
S1-1,minecraft:campfire,16,16,0
S1-1,minecraft:soul_campfire,4,4,0
S1-2,minecraft:crimson_nylium,21,21,0
S1-3,minecraft:crimson_stem,538,538,0
S1-4,minecraft:crimson_fungus,5,5,0
S1-4,minecraft:warped_fungus,5,5,0
S1-5,minecraft:glowstone,123,123,0
S1-5,minecraft:glowstone_dust,44,44,0
S1-6,minecraft:magma,385,385,0
S1-7,owlscubed_pob:column_blocks_logic-main-v21_h7,141,141,0
S1-8,minecraft:nether_wart,1334,1334,0
S1-8,minecraft:nether_wart_block,93,93,0
S1-8,minecraft:warped_wart_block,1,1,0
S1-9,minecraft:netherrack,26751,1083,25668
S2-1,minecraft:dark_oak_button,3,3,0
S2-1,minecraft:polished_blackstone_button,57,57,0
S2-1,minecraft:spruce_button,1,1,0
S2-1,minecraft:stone_button,148,148,0
S2-2,minecraft:comparator,48,48,0
S2-3,minecraft:repeater,44,44,0
S2-4,minecraft:dispenser,14,14,0
S2-5,minecraft:observer,69,69,0
S2-6,minecraft:dropper,3,3,0
S2-7,minecraft:heavy_weighted_pressure_plate,1,1,0
S2-7,minecraft:light_weighted_pressure_plate,2,2,0
S2-7,minecraft:stone_pressure_plate,3,3,0
S2-8,minecraft:deepslate_redstone_ore,3,3,0
S2-8,minecraft:redstone,268,268,0
S2-9,minecraft:redstone_torch,91,91,0
T1-1,minecraft:crying_obsidian,30,30,0
T1-1,minecraft:obsidian,544,544,0
T1-2,minecraft:quartz,23,23,0
T1-2,minecraft:quartz_ore,267,267,0
T1-3,minecraft:shroomlight,11,11,0
T1-4,minecraft:soul_sand,336,336,0
T1-5,minecraft:soul_soil,66,66,0
T1-6,minecraft:twisting_vines,1,1,0
T1-6,minecraft:vine,92,92,0
T1-7,minecraft:warped_nylium,1,1,0
T1-8,minecraft:warped_planks,197,197,0
T1-8,minecraft:warped_stem,589,589,0
T1-9,minecraft:crimson_roots,1,1,0
T2-1,minecraft:lever,11,11,0
T2-2,minecraft:sticky_piston,7,7,0
T2-3,minecraft:piston,28,28,0
T2-4,minecraft:exposed_lightning_rod,1,1,0
T2-5,minecraft:hopper,37,37,0
T2-6,minecraft:daylight_detector,24,24,0
T2-7,minecraft:dirt,1,1,0
T2-8,minecraft:dirt,1,1,0
T2-9,minecraft:dirt,1,1,0
U1-1,minecraft:armadillo_scute,44,44,0
U1-2,minecraft:dirt,1,1,0
U1-3,minecraft:chorus_fruit,37,37,0
U1-4,minecraft:dirt,1,1,0
U1-5,minecraft:echo_shard,9,9,0
U1-6,minecraft:ender_eye,7,7,0
U1-7,minecraft:heart_of_the_sea,71,71,0
U1-8,minecraft:dirt,1,1,0
U1-9,minecraft:dirt,1,1,0
U2-1,minecraft:blaze_powder,3,3,0
U2-1,minecraft:blaze_rod,280,280,0
U2-2,minecraft:bone_meal,450,450,0
U2-3,minecraft:bone,948,948,0
U2-3,minecraft:bone_block,965,965,0
U2-4,minecraft:breeze_rod,227,227,0
U2-5,minecraft:ender_pearl,155,155,0
U2-6,minecraft:feather,1443,1443,0
U2-7,minecraft:ghast_tear,57,57,0
U2-8,minecraft:glow_ink_sac,240,240,0
U2-9,minecraft:gunpowder,2300,2300,0
V1-1,minecraft:popped_chorus_fruit,19,19,0
V1-2,minecraft:shulker_shell,579,579,0
V1-3,minecraft:totem_of_undying,32,32,0
V1-4,minecraft:wither_skeleton_skull,22,22,0
V1-5,minecraft:ominous_trial_key,4,4,0
V1-5,minecraft:trial_key,2,2,0
V1-6,minecraft:ominous_bottle,5,5,0
V1-7,minecraft:dragon_head,2,2,0
V1-8,minecraft:chorus_flower,7,7,0
V1-9,minecraft:dirt,1,1,0
V2-1,minecraft:ink_sac,7790,878,6912
V2-2,minecraft:leather,273,273,0
V2-3,minecraft:magma_cream,450,450,0
V2-4,minecraft:nautilus_shell,28,28,0
V2-5,minecraft:phantom_membrane,45,45,0
V2-6,minecraft:rotten_flesh,1682,1682,0
V2-7,minecraft:slime,43,43,0
V2-7,minecraft:slime_ball,302,302,0
V2-8,minecraft:spider_eye,118,118,0
V2-9,minecraft:string,818,818,0
W1-1,minecraft:dirt,1,1,0
W1-2,minecraft:dirt,1,1,0
W1-3,minecraft:dirt,1,1,0
W1-4,minecraft:dirt,1,1,0
W1-5,minecraft:dirt,1,1,0
W1-6,minecraft:dirt,1,1,0
W1-7,minecraft:dirt,1,1,0
W1-8,minecraft:dirt,1,1,0
W1-9,minecraft:dirt,1,1,0
W2-1,minecraft:tnt,159,159,0
W2-2,minecraft:wind_charge,107,107,0
W2-3,minecraft:rabbit_hide,2,2,0
W2-4,minecraft:resin_clump,5,5,0
W2-5,minecraft:rabbit_foot,5,5,0
W2-6,minecraft:dirt,1,1,0
W2-7,minecraft:dirt,1,1,0
W2-8,minecraft:dirt,1,1,0
W2-9,minecraft:dirt,1,1,0
X1-1,minecraft:dirt,1,1,0
X1-2,minecraft:dirt,1,1,0
X1-3,minecraft:dirt,1,1,0
X1-4,minecraft:dirt,1,1,0
X1-5,minecraft:dirt,1,1,0
X1-6,minecraft:dirt,1,1,0
X1-7,minecraft:dirt,1,1,0
X1-8,minecraft:dirt,1,1,0
X1-9,minecraft:dirt,1,1,0
X2-1,minecraft:dirt,1,1,0
X2-2,minecraft:dirt,1,1,0
X2-3,minecraft:dirt,1,1,0
X2-4,minecraft:dirt,1,1,0
X2-5,minecraft:dirt,1,1,0
X2-6,minecraft:dirt,1,1,0
X2-7,minecraft:dirt,1,1,0
X2-8,minecraft:dirt,1,1,0
X2-9,minecraft:dirt,1,1,0
